<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.06.03	00:00:00	96.955	97.125	96.803	97.023	10137	0	74
2013.06.03	04:00:00	97.024	97.080	96.774	96.978	11494	0	28
2013.06.03	08:00:00	96.977	97.044	96.533	96.958	15007	0	28
2013.06.03	12:00:00	96.957	97.034	96.213	96.229	17177	0	28
2013.06.03	16:00:00	96.228	96.745	96.026	96.720	16056	0	28
2013.06.03	20:00:00	96.717	96.847	96.563	96.758	7599	0	74
2013.06.04	00:00:00	96.760	97.039	96.609	96.713	10380	0	74
2013.06.04	04:00:00	96.703	97.312	96.628	97.158	13048	0	28
2013.06.04	08:00:00	97.161	97.345	96.859	96.943	14049	0	28
2013.06.04	12:00:00	96.947	97.278	96.778	96.790	16945	0	28
2013.06.04	16:00:00	96.789	96.850	96.501	96.660	12653	0	28
2013.06.04	20:00:00	96.657	96.860	96.570	96.829	6208	0	74
2013.06.05	00:00:00	96.830	96.910	96.604	96.763	9988	0	74
2013.06.05	04:00:00	96.764	97.033	96.107	96.296	16975	0	28
2013.06.05	08:00:00	96.294	96.615	96.122	96.206	13283	0	28
2013.06.05	12:00:00	96.205	96.433	95.666	95.740	18513	0	28
2013.06.05	16:00:00	95.742	96.054	95.589	95.811	13556	0	28
2013.06.05	20:00:00	95.814	95.931	95.680	95.791	7910	0	74
2013.06.06	00:00:00	95.792	95.981	95.545	95.637	12315	0	74
2013.06.06	04:00:00	95.638	96.032	95.563	95.986	14066	0	28
2013.06.06	08:00:00	95.985	96.127	95.864	95.915	12358	0	28
2013.06.06	12:00:00	95.910	96.098	95.284	95.322	20003	0	28
2013.06.06	16:00:00	95.320	95.744	93.955	94.699	23174	0	28
2013.06.06	20:00:00	94.692	94.847	94.381	94.668	10952	0	74
2013.06.07	00:00:00	94.667	94.813	93.620	93.955	16561	0	74
2013.06.07	04:00:00	93.954	94.668	93.021	94.286	22407	0	28
2013.06.07	08:00:00	94.287	94.398	93.034	93.261	19038	0	28
2013.06.07	12:00:00	93.263	95.691	92.920	95.363	25393	0	28
2013.06.07	16:00:00	95.366	95.611	94.876	95.346	15605	0	28
2013.06.07	20:00:00	95.347	95.698	95.222	95.599	4860	0	74
2013.06.10	00:00:00	96.162	96.355	95.917	95.958	12700	0	74
2013.06.10	04:00:00	95.960	96.538	95.954	96.348	11466	0	28
2013.06.10	08:00:00	96.347	96.962	96.235	96.798	12121	0	28
2013.06.10	12:00:00	96.797	97.395	96.656	97.297	18422	0	28
2013.06.10	16:00:00	97.296	97.326	96.648	96.817	15068	0	28
2013.06.10	20:00:00	96.820	97.127	96.703	96.921	7081	0	74
2013.06.11	00:00:00	96.922	96.970	96.111	96.357	11762	0	74
2013.06.11	04:00:00	96.349	96.590	96.012	96.458	16785	0	28
2013.06.11	08:00:00	96.456	96.456	94.258	94.751	21013	0	28
2013.06.11	12:00:00	94.750	95.164	94.456	95.050	20931	0	28
2013.06.11	16:00:00	95.048	95.339	93.687	94.296	19122	0	28
2013.06.11	20:00:00	94.293	94.458	93.891	94.327	10381	0	74
2013.06.12	00:00:00	94.324	94.706	94.262	94.485	10810	0	74
2013.06.12	04:00:00	94.486	94.846	94.229	94.720	12347	0	28
2013.06.12	08:00:00	94.720	95.332	94.592	94.917	15713	0	28
2013.06.12	12:00:00	94.917	95.258	93.811	93.946	18927	0	28
2013.06.12	16:00:00	93.947	94.347	93.279	93.642	20136	0	28
2013.06.12	20:00:00	93.645	94.122	93.477	93.947	9160	0	74
2013.06.13	00:00:00	93.946	93.946	92.447	92.789	15579	0	74
2013.06.13	04:00:00	92.783	92.905	91.787	92.153	17840	0	28
2013.06.13	08:00:00	92.146	92.952	92.019	92.918	17566	0	28
2013.06.13	12:00:00	92.917	93.236	92.350	92.652	22030	0	28
2013.06.13	16:00:00	92.653	93.280	92.468	93.114	17999	0	28
2013.06.13	20:00:00	93.115	94.286	93.110	93.965	12935	0	74
2013.06.14	00:00:00	93.964	94.095	92.776	93.364	17032	0	74
2013.06.14	04:00:00	93.370	93.672	93.055	93.159	17454	0	28
2013.06.14	08:00:00	93.158	93.600	93.011	93.433	17591	0	28
2013.06.14	12:00:00	93.432	93.913	92.875	92.989	20583	0	28
2013.06.14	16:00:00	92.985	93.185	92.319	92.651	18978	0	28
2013.06.14	20:00:00	92.653	92.888	92.426	92.463	4465	0	74
2013.06.17	00:00:00	92.671	93.278	92.605	93.026	8674	0	74
2013.06.17	04:00:00	93.028	93.656	93.028	93.616	7902	0	28
2013.06.17	08:00:00	93.617	93.675	93.183	93.380	9100	0	28
2013.06.17	12:00:00	93.381	93.497	93.105	93.188	13600	0	28
2013.06.17	16:00:00	93.186	93.364	92.947	92.974	11925	0	28
2013.06.17	20:00:00	92.978	93.078	92.590	92.895	10094	0	74
2013.06.18	00:00:00	92.894	93.155	92.650	92.995	10392	0	74
2013.06.18	04:00:00	92.994	93.207	92.973	93.181	9300	0	28
2013.06.18	08:00:00	93.180	93.546	92.969	93.419	13157	0	28
2013.06.18	12:00:00	93.413	93.806	93.227	93.590	15835	0	28
2013.06.18	16:00:00	93.591	93.598	93.091	93.367	11140	0	28
2013.06.18	20:00:00	93.373	93.507	93.226	93.436	6423	0	74
2013.06.19	00:00:00	93.435	93.540	93.055	93.090	8583	0	74
2013.06.19	04:00:00	93.091	93.314	92.989	93.121	10907	0	28
2013.06.19	08:00:00	93.122	93.253	92.849	93.224	12168	0	28
2013.06.19	12:00:00	93.223	93.362	93.042	93.225	12321	0	28
2013.06.19	16:00:00	93.220	94.529	93.206	93.711	15922	0	28
2013.06.19	20:00:00	93.707	94.408	93.484	93.976	14052	0	74
2013.06.20	00:00:00	93.977	94.107	93.581	94.015	14029	0	74
2013.06.20	04:00:00	94.016	94.585	93.883	94.582	16028	0	28
2013.06.20	08:00:00	94.580	95.105	94.352	94.536	21941	0	28
2013.06.20	12:00:00	94.535	94.881	94.268	94.674	21398	0	28
2013.06.20	16:00:00	94.672	94.741	93.523	93.529	16893	0	28
2013.06.20	20:00:00	93.518	94.000	93.436	93.616	10756	0	74
2013.06.21	00:00:00	93.615	93.796	93.352	93.661	13267	0	74
2013.06.21	04:00:00	93.662	94.316	93.600	94.236	14683	0	28
2013.06.21	08:00:00	94.235	94.558	93.816	94.119	15257	0	28
2013.06.21	12:00:00	94.123	94.240	92.911	93.088	19395	0	28
2013.06.21	16:00:00	93.086	93.728	92.931	93.471	17550	0	28
2013.06.21	20:00:00	93.472	93.577	93.349	93.573	4543	0	74
2013.06.24	00:00:00	93.870	93.936	93.543	93.924	11307	0	74
2013.06.24	04:00:00	93.927	93.978	93.516	93.534	12707	0	28
2013.06.24	08:00:00	93.535	93.684	92.857	93.200	16629	0	28
2013.06.24	12:00:00	93.201	93.379	92.162	92.654	22978	0	28
2013.06.24	16:00:00	92.653	93.263	92.520	93.088	17659	0	28
2013.06.24	20:00:00	93.085	93.220	92.832	92.843	8015	0	74
2013.06.25	00:00:00	92.840	93.302	92.803	92.873	10519	0	74
2013.06.25	04:00:00	92.874	93.048	92.463	92.912	15761	0	28
2013.06.25	08:00:00	92.910	93.143	92.631	93.044	16323	0	28
2013.06.25	12:00:00	93.044	93.075	92.748	92.970	19225	0	28
2013.06.25	16:00:00	92.969	93.161	92.847	92.918	12434	0	28
2013.06.25	20:00:00	92.919	93.348	92.880	93.319	6575	0	74
2013.06.26	00:00:00	93.320	93.363	92.910	92.961	10469	0	74
2013.06.26	04:00:00	92.962	93.201	92.826	92.992	12331	0	28
2013.06.26	08:00:00	92.993	93.226	92.792	93.120	16036	0	28
2013.06.26	12:00:00	93.120	93.371	92.806	93.016	16797	0	28
2013.06.26	16:00:00	93.018	93.354	92.956	93.284	11478	0	28
2013.06.26	20:00:00	93.285	93.405	93.191	93.352	6352	0	74
2013.06.27	00:00:00	93.350	93.724	93.194	93.630	8876	0	74
2013.06.27	04:00:00	93.631	93.981	93.587	93.931	10807	0	28
2013.06.27	08:00:00	93.929	94.204	93.704	93.791	13468	0	28
2013.06.27	12:00:00	93.794	94.117	93.683	93.884	16851	0	28
2013.06.27	16:00:00	93.883	93.904	93.620	93.828	11050	0	28
2013.06.27	20:00:00	93.836	93.989	93.741	93.954	5816	0	74
2013.06.28	00:00:00	93.955	94.439	93.820	94.332	10843	0	74
2013.06.28	04:00:00	94.333	94.518	94.153	94.394	11581	0	28
2013.06.28	08:00:00	94.394	94.577	94.235	94.478	11011	0	28
2013.06.28	12:00:00	94.477	94.535	94.085	94.145	16969	0	28
2013.06.28	16:00:00	94.146	94.566	94.082	94.391	13406	0	28
2013.06.28	20:00:00	94.390	94.483	94.183	94.185	4419	0	74
2013.07.01	00:00:00	94.491	94.571	94.276	94.415	9754	0	74
2013.07.01	04:00:00	94.416	94.815	94.338	94.702	10199	0	28
2013.07.01	08:00:00	94.701	94.847	94.541	94.674	11205	0	28
2013.07.01	12:00:00	94.678	95.091	94.619	94.942	11980	0	28
2013.07.01	16:00:00	94.940	95.037	94.794	94.919	8153	0	28
2013.07.01	20:00:00	94.920	94.986	94.784	94.885	4306	0	74
2013.07.02	00:00:00	94.884	94.890	94.570	94.684	7463	0	74
2013.07.02	04:00:00	94.687	95.060	94.648	95.029	10092	0	28
2013.07.02	08:00:00	95.030	95.033	94.742	94.777	11037	0	28
2013.07.02	12:00:00	94.774	95.206	94.431	95.160	14345	0	28
2013.07.02	16:00:00	95.157	95.656	95.145	95.387	10784	0	28
2013.07.02	20:00:00	95.389	95.505	95.282	95.466	5752	0	74
2013.07.03	00:00:00	95.468	95.540	95.306	95.366	9563	0	74
2013.07.03	04:00:00	95.367	95.594	95.350	95.465	10331	0	28
2013.07.03	08:00:00	95.462	95.501	94.550	94.594	17347	0	28
2013.07.03	12:00:00	94.590	94.653	94.209	94.626	16988	0	28
2013.07.03	16:00:00	94.622	95.244	94.622	94.912	10065	0	28
2013.07.03	20:00:00	94.913	95.228	94.913	95.112	4862	0	74
2013.07.04	00:00:00	95.113	95.200	94.815	94.925	8210	0	74
2013.07.04	04:00:00	94.926	95.049	94.624	94.672	9465	0	28
2013.07.04	08:00:00	94.671	94.861	94.593	94.688	10128	0	28
2013.07.04	12:00:00	94.689	95.463	94.534	95.117	16272	0	28
2013.07.04	16:00:00	95.103	95.270	94.973	95.035	8162	0	28
2013.07.04	20:00:00	95.035	95.281	94.907	95.220	5198	0	74
2013.07.05	00:00:00	95.221	95.396	95.168	95.236	7688	0	74
2013.07.05	04:00:00	95.237	95.346	95.059	95.264	9086	0	28
2013.07.05	08:00:00	95.260	95.308	94.754	94.832	11330	0	28
2013.07.05	12:00:00	94.833	95.682	94.814	95.273	19191	0	28
2013.07.05	16:00:00	95.271	95.622	95.259	95.608	10992	0	28
2013.07.05	20:00:00	95.605	95.743	95.559	95.591	3476	0	74
2013.07.08	00:00:00	95.831	95.954	95.551	95.676	8035	0	74
2013.07.08	04:00:00	95.674	95.775	95.375	95.617	9638	0	28
2013.07.08	08:00:00	95.614	95.947	95.487	95.747	10948	0	28
2013.07.08	12:00:00	95.746	95.934	95.629	95.720	11656	0	28
2013.07.08	16:00:00	95.714	95.735	95.300	95.609	8744	0	28
2013.07.08	20:00:00	95.608	95.688	95.392	95.476	5540	0	74
2013.07.09	00:00:00	95.475	95.762	95.430	95.707	8836	0	74
2013.07.09	04:00:00	95.706	96.068	95.619	96.055	9096	0	28
2013.07.09	08:00:00	96.054	96.107	95.799	95.859	10802	0	28
2013.07.09	12:00:00	95.863	96.171	95.716	95.938	12726	0	28
2013.07.09	16:00:00	95.935	96.072	95.710	95.844	8660	0	28
2013.07.09	20:00:00	95.848	96.106	95.798	96.014	5415	0	74
2013.07.10	00:00:00	96.013	96.080	95.874	95.953	6985	0	74
2013.07.10	04:00:00	95.954	95.982	95.409	95.568	12901	0	28
2013.07.10	08:00:00	95.566	95.725	94.970	95.215	13756	0	28
2013.07.10	12:00:00	95.214	95.508	95.175	95.182	12949	0	28
2013.07.10	16:00:00	95.183	95.737	94.956	95.315	13659	0	28
2013.07.10	20:00:00	95.321	95.594	94.447	94.887	15184	0	74
2013.07.11	00:00:00	94.888	95.624	94.773	94.806	15683	0	74
2013.07.11	04:00:00	94.807	95.568	94.671	95.453	19413	0	28
2013.07.11	08:00:00	95.453	95.799	95.377	95.382	15884	0	28
2013.07.11	12:00:00	95.381	95.534	94.638	94.894	17783	0	28
2013.07.11	16:00:00	94.891	95.528	94.891	95.423	12025	0	28
2013.07.11	20:00:00	95.420	95.522	95.054	95.437	6083	0	74
2013.07.12	00:00:00	95.438	95.650	95.084	95.542	8823	0	74
2013.07.12	04:00:00	95.543	95.638	95.316	95.486	8502	0	28
2013.07.12	08:00:00	95.485	95.755	95.474	95.751	12123	0	28
2013.07.12	12:00:00	95.751	96.007	95.205	95.657	18232	0	28
2013.07.12	16:00:00	95.657	95.706	95.436	95.596	10885	0	28
2013.07.12	20:00:00	95.595	95.622	95.342	95.366	2423	0	74
2013.07.15	00:00:00	95.399	95.576	95.290	95.546	5088	0	74
2013.07.15	04:00:00	95.547	95.620	95.446	95.455	5080	0	28
2013.07.15	08:00:00	95.457	96.000	95.452	95.999	10863	0	28
2013.07.15	12:00:00	96.000	96.342	95.898	95.933	15707	0	28
2013.07.15	16:00:00	95.936	96.081	95.745	95.802	9101	0	28
2013.07.15	20:00:00	95.801	95.818	95.666	95.735	5233	0	74
2013.07.16	00:00:00	95.733	95.843	95.473	95.534	7483	0	74
2013.07.16	04:00:00	95.532	95.817	95.496	95.756	7753	0	28
2013.07.16	08:00:00	95.757	95.817	95.292	95.366	13614	0	28
2013.07.16	12:00:00	95.366	95.571	95.298	95.474	15904	0	28
2013.07.16	16:00:00	95.476	95.677	95.466	95.604	9863	0	28
2013.07.16	20:00:00	95.606	95.608	95.353	95.507	5505	0	74
2013.07.17	00:00:00	95.508	95.752	95.433	95.661	7088	0	74
2013.07.17	04:00:00	95.660	95.688	95.510	95.535	7511	0	28
2013.07.17	08:00:00	95.534	96.111	95.534	95.902	10452	0	28
2013.07.17	12:00:00	95.902	96.050	95.231	95.638	17975	0	28
2013.07.17	16:00:00	95.642	95.783	95.424	95.550	13936	0	28
2013.07.17	20:00:00	95.548	95.717	95.518	95.714	4661	0	74
2013.07.18	00:00:00	95.715	95.841	95.567	95.717	6808	0	74
2013.07.18	04:00:00	95.718	96.147	95.689	96.140	10662	0	28
2013.07.18	08:00:00	96.138	96.197	95.934	96.074	10998	0	28
2013.07.18	12:00:00	96.075	96.797	96.059	96.788	14947	0	28
2013.07.18	16:00:00	96.786	96.859	96.663	96.742	9832	0	28
2013.07.18	20:00:00	96.737	96.894	96.654	96.790	5539	0	74
2013.07.19	00:00:00	96.789	97.060	96.431	96.550	11041	0	74
2013.07.19	04:00:00	96.551	96.604	96.286	96.436	13025	0	28
2013.07.19	08:00:00	96.438	96.769	96.352	96.598	11944	0	28
2013.07.19	12:00:00	96.599	96.825	96.410	96.772	14048	0	28
2013.07.19	16:00:00	96.771	96.840	96.626	96.626	7804	0	28
2013.07.19	20:00:00	96.627	97.046	96.627	97.018	3319	0	74
2013.07.22	00:00:00	96.870	96.987	96.187	96.437	10886	0	74
2013.07.22	04:00:00	96.436	96.713	96.327	96.643	8609	0	28
2013.07.22	08:00:00	96.645	96.681	96.463	96.591	8971	0	28
2013.07.22	12:00:00	96.589	96.751	95.902	96.159	13693	0	28
2013.07.22	16:00:00	96.162	96.427	96.147	96.266	7845	0	28
2013.07.22	20:00:00	96.264	96.431	96.173	96.242	4743	0	74
2013.07.23	00:00:00	96.246	96.434	95.897	96.394	8581	0	74
2013.07.23	04:00:00	96.393	96.444	96.214	96.257	8742	0	28
2013.07.23	08:00:00	96.258	96.735	96.231	96.732	12208	0	28
2013.07.23	12:00:00	96.731	97.097	96.663	96.914	14404	0	28
2013.07.23	16:00:00	96.915	96.922	96.589	96.687	9535	0	28
2013.07.23	20:00:00	96.686	96.762	96.559	96.645	5315	0	74
2013.07.24	00:00:00	96.646	96.736	96.464	96.659	8175	0	74
2013.07.24	04:00:00	96.658	96.924	96.631	96.865	9113	0	28
2013.07.24	08:00:00	96.866	97.321	96.823	97.299	12388	0	28
2013.07.24	12:00:00	97.299	97.647	97.256	97.339	15965	0	28
2013.07.24	16:00:00	97.341	97.446	97.052	97.055	12063	0	28
2013.07.24	20:00:00	97.052	97.281	97.025	97.230	5516	0	74
2013.07.25	00:00:00	97.226	97.307	96.907	97.066	7651	0	74
2013.07.25	04:00:00	97.065	97.180	96.796	96.836	9770	0	28
2013.07.25	08:00:00	96.832	97.047	96.714	96.769	12181	0	28
2013.07.25	12:00:00	96.766	97.060	96.755	96.893	14210	0	28
2013.07.25	16:00:00	96.894	96.948	96.733	96.761	10568	0	28
2013.07.25	20:00:00	96.759	96.808	96.353	96.472	9450	0	74
2013.07.26	00:00:00	96.473	96.571	96.058	96.158	9585	0	74
2013.07.26	04:00:00	96.159	96.254	95.974	96.157	11302	0	28
2013.07.26	08:00:00	96.155	96.185	95.867	95.878	12220	0	28
2013.07.26	12:00:00	95.878	95.976	95.264	95.304	15487	0	28
2013.07.26	16:00:00	95.306	95.527	95.271	95.449	9520	0	28
2013.07.26	20:00:00	95.448	95.657	95.446	95.580	2982	0	74
2013.07.29	00:00:00	95.426	95.575	95.089	95.175	9836	0	74
2013.07.29	04:00:00	95.177	95.431	95.109	95.244	10760	0	28
2013.07.29	08:00:00	95.243	95.443	95.067	95.242	11559	0	28
2013.07.29	12:00:00	95.242	95.537	95.160	95.442	12283	0	28
2013.07.29	16:00:00	95.442	95.532	95.145	95.390	9027	0	28
2013.07.29	20:00:00	95.391	95.443	95.221	95.331	4642	0	74
2013.07.30	00:00:00	95.330	95.655	95.305	95.524	7138	0	74
2013.07.30	04:00:00	95.525	95.795	95.503	95.561	10971	0	28
2013.07.30	08:00:00	95.562	95.586	95.289	95.383	11619	0	28
2013.07.30	12:00:00	95.382	95.597	95.184	95.257	13675	0	28
2013.07.30	16:00:00	95.260	95.317	94.984	94.998	7909	0	28
2013.07.30	20:00:00	94.999	95.171	94.970	95.126	4773	0	74
2013.07.31	00:00:00	95.125	95.219	94.957	95.144	8255	0	74
2013.07.31	04:00:00	95.141	95.255	94.833	94.944	9631	0	28
2013.07.31	08:00:00	94.945	95.039	94.700	94.764	12138	0	28
2013.07.31	12:00:00	94.763	95.635	94.751	95.625	16819	0	28
2013.07.31	16:00:00	95.627	95.692	95.199	95.347	13306	0	28
2013.07.31	20:00:00	95.344	95.362	94.984	95.049	7151	0	74
2013.08.01	00:00:00	95.050	95.484	94.944	95.469	8057	0	74
2013.08.01	04:00:00	95.468	95.912	95.378	95.905	9485	0	28
2013.08.01	08:00:00	95.906	96.088	95.686	96.014	10376	0	28
2013.08.01	12:00:00	96.018	96.306	95.715	96.036	17646	0	28
2013.08.01	16:00:00	96.037	96.216	95.916	96.129	9677	0	28
2013.08.01	20:00:00	96.130	96.206	96.039	96.054	5188	0	74
2013.08.02	00:00:00	96.055	96.273	95.962	96.064	7481	0	74
2013.08.02	04:00:00	96.063	96.283	95.918	96.281	8303	0	28
2013.08.02	08:00:00	96.283	96.283	95.879	96.019	11625	0	28
2013.08.02	12:00:00	96.020	96.154	95.097	95.244	18776	0	28
2013.08.02	16:00:00	95.249	95.468	95.137	95.145	9664	0	28
2013.08.02	20:00:00	95.148	95.236	95.063	95.194	2961	0	74
2013.08.05	00:00:00	95.199	95.323	94.943	94.963	7000	0	74
2013.08.05	04:00:00	94.962	95.045	94.616	94.747	9058	0	28
2013.08.05	08:00:00	94.748	94.860	94.642	94.825	10753	0	28
2013.08.05	12:00:00	94.828	95.001	94.686	94.796	10357	0	28
2013.08.05	16:00:00	94.793	95.201	94.645	94.771	8191	0	28
2013.08.05	20:00:00	94.770	94.894	94.683	94.822	4079	0	74
2013.08.06	00:00:00	94.824	94.868	94.514	94.570	7601	0	74
2013.08.06	04:00:00	94.569	95.094	94.468	95.087	11268	0	28
2013.08.06	08:00:00	95.086	95.116	94.516	94.559	10257	0	28
2013.08.06	12:00:00	94.559	94.613	93.955	94.065	13285	0	28
2013.08.06	16:00:00	94.069	94.343	94.059	94.165	8709	0	28
