<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.06.03	00:00:00	1.35079	1.35426	1.34983	1.35179	12274	0	5
2013.06.03	04:00:00	1.35180	1.35277	1.34965	1.35228	13748	0	5
2013.06.03	08:00:00	1.35228	1.35307	1.34499	1.34541	15048	0	5
2013.06.03	12:00:00	1.34540	1.34711	1.33894	1.34053	22440	0	5
2013.06.03	16:00:00	1.34053	1.34101	1.33697	1.33911	14156	0	5
2013.06.03	20:00:00	1.33911	1.34073	1.33741	1.34054	8700	0	5
2013.06.04	00:00:00	1.34054	1.34575	1.33948	1.34443	12873	0	5
2013.06.04	04:00:00	1.34442	1.35193	1.34142	1.35090	16813	0	5
2013.06.04	08:00:00	1.35084	1.35511	1.35015	1.35295	16780	0	5
2013.06.04	12:00:00	1.35294	1.35697	1.35081	1.35634	22497	0	5
2013.06.04	16:00:00	1.35635	1.35910	1.35562	1.35602	13599	0	5
2013.06.04	20:00:00	1.35600	1.35679	1.35454	1.35598	6618	0	5
2013.06.05	00:00:00	1.35600	1.36066	1.35511	1.35702	14114	0	5
2013.06.05	04:00:00	1.35703	1.36762	1.35569	1.36483	19491	0	5
2013.06.05	08:00:00	1.36481	1.36744	1.36305	1.36489	16213	0	5
2013.06.05	12:00:00	1.36486	1.37519	1.36280	1.37300	23924	0	5
2013.06.05	16:00:00	1.37301	1.37628	1.37161	1.37245	14497	0	5
2013.06.05	20:00:00	1.37246	1.37441	1.37102	1.37439	7629	0	5
2013.06.06	00:00:00	1.37440	1.38486	1.37338	1.38431	11194	0	84
2013.06.06	04:00:00	1.38430	1.38874	1.38294	1.38436	14556	0	34
2013.06.06	08:00:00	1.38435	1.38455	1.37812	1.37960	15117	0	34
2013.06.06	12:00:00	1.37961	1.38969	1.37663	1.38399	22255	0	34
2013.06.06	16:00:00	1.38401	1.38590	1.37435	1.37780	21472	0	34
2013.06.06	20:00:00	1.37784	1.38750	1.37625	1.38750	8337	0	84
2013.06.07	00:00:00	1.38765	1.39909	1.38380	1.39100	12951	0	84
2013.06.07	04:00:00	1.39108	1.39797	1.39096	1.39467	18050	0	34
2013.06.07	08:00:00	1.39466	1.39650	1.38961	1.39473	18330	0	34
2013.06.07	12:00:00	1.39477	1.40123	1.38697	1.39377	24656	0	34
2013.06.07	16:00:00	1.39378	1.39640	1.38998	1.39230	15169	0	34
2013.06.07	20:00:00	1.39234	1.39275	1.38988	1.39088	3999	0	84
2013.06.10	00:00:00	1.40178	1.40235	1.39734	1.40163	8499	0	84
2013.06.10	04:00:00	1.40164	1.40296	1.39789	1.40064	10253	0	34
2013.06.10	08:00:00	1.40065	1.40269	1.39896	1.40146	15079	0	34
2013.06.10	12:00:00	1.40145	1.40158	1.39617	1.39705	19000	0	34
2013.06.10	16:00:00	1.39705	1.40123	1.39587	1.39895	15957	0	34
2013.06.10	20:00:00	1.39898	1.40167	1.39860	1.40135	6772	0	84
2013.06.11	00:00:00	1.40134	1.41176	1.40133	1.40679	11093	0	84
2013.06.11	04:00:00	1.40685	1.41144	1.40656	1.41075	14689	0	34
2013.06.11	08:00:00	1.41080	1.42357	1.41080	1.42146	21555	0	34
2013.06.11	12:00:00	1.42147	1.42280	1.41149	1.41177	22782	0	34
2013.06.11	16:00:00	1.41178	1.41258	1.40590	1.40860	17306	0	34
2013.06.11	20:00:00	1.40866	1.41242	1.40481	1.40716	9676	0	84
2013.06.12	00:00:00	1.40717	1.40903	1.40152	1.40790	9923	0	84
2013.06.12	04:00:00	1.40789	1.41193	1.40478	1.40683	12334	0	34
2013.06.12	08:00:00	1.40687	1.40787	1.38986	1.39270	18196	0	34
2013.06.12	12:00:00	1.39270	1.40570	1.38787	1.40289	19297	0	34
2013.06.12	16:00:00	1.40288	1.40577	1.39844	1.40449	18582	0	34
2013.06.12	20:00:00	1.40447	1.40948	1.40437	1.40680	8994	0	84
2013.06.13	00:00:00	1.40681	1.41644	1.40236	1.41126	13615	0	84
2013.06.13	04:00:00	1.41125	1.41628	1.40886	1.41083	15678	0	34
2013.06.13	08:00:00	1.41084	1.41250	1.39050	1.39095	18184	0	34
2013.06.13	12:00:00	1.39096	1.39444	1.38352	1.38663	21109	0	34
2013.06.13	16:00:00	1.38666	1.39001	1.38360	1.38895	15246	0	34
2013.06.13	20:00:00	1.38897	1.39011	1.38400	1.38979	12724	0	5
2013.06.14	00:00:00	1.38979	1.39482	1.38830	1.39311	15919	0	5
2013.06.14	04:00:00	1.39307	1.39500	1.38672	1.38819	16909	0	5
2013.06.14	08:00:00	1.38818	1.39093	1.38243	1.38330	17828	0	5
2013.06.14	12:00:00	1.38330	1.39267	1.38114	1.39025	24730	0	5
