<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.06.03	152.801	153.242	151.938	152.802	105574	0	11
2013.06.04	152.802	153.803	152.387	153.427	100857	0	11
2013.06.05	153.427	153.747	152.392	152.693	111903	0	11
2013.06.06	152.692	153.566	150.297	151.731	114373	0	39
2013.06.07	151.732	152.006	148.161	151.698	127541	0	39
2013.06.10	152.591	154.188	151.981	153.909	101964	0	34
2013.06.11	153.908	153.962	149.344	150.323	125776	0	39
2013.06.12	150.324	152.009	149.293	150.397	109259	0	39
2013.06.13	150.398	150.401	147.091	150.099	128310	0	11
2013.06.14	150.097	150.097	147.409	147.651	109094	0	11
2013.06.17	148.389	149.445	148.201	148.622	89535	0	11
2013.06.18	148.622	149.584	148.570	149.403	93483	0	11
2013.06.19	149.407	150.306	148.266	149.433	99943	0	11
2013.06.20	149.432	151.923	148.868	150.493	130348	0	11
2013.06.21	150.487	151.922	149.749	150.869	104893	0	11
2013.06.24	151.381	151.737	149.712	150.849	112804	0	11
2013.06.25	150.851	151.455	149.668	151.251	103930	0	11
2013.06.26	151.249	151.330	149.248	149.801	98677	0	11
2013.06.27	149.800	150.571	149.365	150.228	85034	0	39
2013.06.28	150.229	151.138	150.163	150.741	90002	0	39
2013.07.01	151.245	152.064	150.823	151.587	76790	0	11
2013.07.02	151.583	152.772	151.249	152.644	83488	0	11
2013.07.03	152.643	153.016	151.235	152.508	93604	0	11
2013.07.04	152.522	152.682	150.288	150.755	76734	0	11
2013.07.05	150.757	151.113	149.484	150.575	81765	0	11
2013.07.08	150.796	151.131	150.197	150.736	78286	0	11
2013.07.09	150.733	151.603	149.778	150.211	86043	0	11
2013.07.10	150.211	150.351	148.772	149.833	107320	0	11
2013.07.11	149.819	150.624	148.940	149.929	113769	0	11
2013.07.12	149.933	150.664	149.419	149.759	73618	0	11
2013.07.15	149.879	151.260	149.684	150.872	68279	0	11
2013.07.16	150.873	151.110	149.797	149.941	83342	0	11
2013.07.17	149.936	152.053	149.923	151.452	85215	0	11
2013.07.18	151.452	153.142	151.368	153.057	83981	0	1
2013.07.19	153.057	153.659	152.168	153.430	79609	0	1
2013.07.22	153.427	153.427	152.358	152.587	78495	0	1
2013.07.23	152.597	153.666	152.329	152.968	81324	0	1
2013.07.24	152.968	154.043	152.808	153.675	82102	0	1
2013.07.25	153.677	153.822	152.253	152.651	93428	0	1
2013.07.26	152.647	152.787	150.723	151.133	81166	0	1
2013.07.29	150.767	151.131	149.997	150.389	79589	0	1
2013.07.30	150.395	150.917	149.187	149.379	78822	0	1
2013.07.31	149.382	149.432	148.285	148.462	94642	0	1
2013.08.01	148.458	150.681	148.246	150.302	84922	0	1
2013.08.02	150.305	151.539	150.204	151.249	79764	0	1
2013.08.05	151.219	151.490	150.323	150.857	74214	0	1
2013.08.06	150.857	151.433	149.171	149.350	82315	0	1
2013.08.07	149.350	150.693	147.600	149.638	94921	0	1
2013.08.08	149.638	150.477	148.928	150.304	85850	0	1
2013.08.09	150.302	150.655	149.048	149.048	69128	0	1
2013.08.12	149.022	150.375	148.894	150.212	71251	0	1
2013.08.13	150.214	152.084	150.133	151.589	79814	0	1
2013.08.14	151.591	152.580	151.193	151.719	77839	0	1
2013.08.15	151.719	153.236	151.487	151.807	96609	0	1
2013.08.16	151.806	152.748	151.778	152.378	71295	0	1
2013.08.19	152.603	153.568	152.204	152.711	71830	0	1
2013.08.20	152.709	153.110	151.732	152.431	81912	0	1
2013.08.21	152.431	153.638	152.115	152.725	86140	0	1
2013.08.22	152.728	154.253	152.648	154.185	79346	0	1
2013.08.23	154.187	154.665	153.413	153.653	68893	0	1
2013.08.26	153.800	153.971	153.011	153.135	53947	0	1
2013.08.27	153.135	153.203	150.500	150.598	83752	0	1
2013.08.28	150.598	151.889	150.468	151.758	79919	0	1
2013.08.29	151.758	152.659	151.500	152.426	76618	0	1
2013.08.30	152.424	152.659	151.677	152.008	67689	0	1
2013.09.02	152.674	154.943	152.607	154.785	63022	0	1
2013.09.03	154.776	155.438	154.429	154.915	68780	0	1
2013.09.04	154.920	155.995	154.756	155.773	65106	0	1
2013.09.05	155.774	156.421	155.492	156.070	66831	0	1
2013.09.06	156.068	156.086	154.137	154.868	56120	0	1
2013.09.09	156.331	156.633	155.502	156.526	60181	0	1
2013.09.10	156.525	158.054	156.173	157.760	63582	0	1
2013.09.11	157.773	158.539	157.510	157.906	68031	0	1
2013.09.12	157.906	158.070	156.695	157.345	67390	0	1
2013.09.13	157.345	157.967	157.272	157.713	56910	0	1
2013.09.16	157.770	157.928	157.318	157.576	53681	0	1
2013.09.17	157.573	158.153	157.493	157.675	55397	0	3
2013.09.18	157.673	158.518	157.338	158.384	68908	0	1
2013.09.19	158.384	159.975	158.178	159.376	72120	0	1
2013.09.20	159.379	159.684	158.917	158.917	55736	0	4
2013.09.23	159.027	159.029	158.197	158.364	52691	0	2
2013.09.24	158.366	158.957	157.343	157.898	60001	0	1
2013.09.25	157.897	158.817	157.369	158.218	59998	0	1
2013.09.26	158.216	159.263	158.017	158.633	64649	0	1
2013.09.27	158.633	159.087	158.254	158.477	58274	0	2
2013.09.30	158.114	159.419	157.392	159.238	69157	0	2
2013.10.01	159.242	159.943	158.444	158.572	72398	0	1
2013.10.02	158.573	158.712	157.497	158.064	69277	0	1
2013.10.03	158.057	158.838	156.704	157.126	68492	0	1
2013.10.04	157.124	157.366	155.719	156.012	61829	0	1
2013.10.07	156.025	156.174	155.397	155.648	63050	0	2
2013.10.08	155.649	156.651	155.486	156.217	65681	0	1
2013.10.09	156.217	156.554	154.720	155.561	68273	0	1
2013.10.10	155.564	157.022	155.491	156.929	66247	0	1
2013.10.11	156.925	157.517	156.659	157.144	55129	0	5
2013.10.14	156.975	157.706	156.827	157.528	40920	0	6
2013.10.15	157.518	157.578	156.764	157.548	65346	0	1
2013.10.16	157.547	158.026	157.159	157.783	67443	0	1
2013.10.17	157.791	158.452	157.066	158.257	70260	0	2
2013.10.18	158.254	158.672	157.966	157.971	53113	0	2
2013.10.21	158.390	158.760	158.193	158.406	49950	0	1
2013.10.22	158.409	159.526	158.290	159.277	54309	0	1
2013.10.23	159.277	159.355	156.862	157.473	69143	0	2
2013.10.24	157.474	158.197	157.048	157.747	67506	0	1
2013.10.25	157.747	157.954	157.130	157.432	62455	0	1
2013.10.28	157.847	158.299	156.753	156.900	55648	0	1
2013.10.29	156.900	157.631	156.846	157.507	64719	0	2
2013.10.30	157.508	158.174	157.340	157.878	62593	0	1
2013.10.31	157.878	157.954	157.280	157.462	67834	0	1
2013.11.01	157.462	157.552	156.822	157.081	59038	0	1
2013.11.04	157.285	157.676	157.096	157.442	42367	0	2
2013.11.05	157.443	158.247	156.635	158.106	61094	0	1
2013.11.06	158.105	158.987	157.926	158.609	53684	0	1
2013.11.07	158.605	159.269	157.302	157.952	71822	0	1
2013.11.08	157.948	158.852	157.541	158.600	61089	0	1
2013.11.11	158.605	158.822	158.338	158.708	50997	0	3
2013.11.12	158.702	159.227	158.025	158.300	68669	0	1
2013.11.13	158.302	159.422	157.981	159.332	69292	0	1
2013.11.14	159.334	161.004	159.318	160.940	75666	0	1
2013.11.15	160.937	161.647	160.709	161.432	56522	0	1
2013.11.18	161.526	161.636	160.725	160.889	60356	0	1
2013.11.19	160.889	161.715	160.402	161.414	68276	0	1
2013.11.20	161.411	161.700	160.843	161.528	73568	0	1
2013.11.21	161.527	164.066	161.337	163.876	74933	0	1
2013.11.22	163.875	164.363	163.505	164.243	59804	0	1
2013.11.25	164.596	165.282	163.824	164.007	57356	0	1
2013.11.26	163.998	164.383	163.674	164.204	52657	0	1
2013.11.27	164.206	166.569	164.187	166.097	61483	0	1
2013.11.28	166.097	167.396	166.055	167.374	54208	0	2
2013.11.29	167.371	167.890	166.847	167.582	63674	0	1
2013.12.02	168.130	168.790	167.941	168.372	64885	0	1
2013.12.03	168.372	169.136	167.336	168.168	76714	0	1
2013.12.04	168.178	168.385	166.871	167.594	84387	0	2
2013.12.05	167.589	167.667	165.869	166.440	82865	0	1
2013.12.06	166.443	168.252	166.241	168.182	65173	0	1
2013.12.09	168.371	169.775	168.116	169.611	61710	0	1
2013.12.10	169.611	170.055	168.672	169.131	65028	0	2
2013.12.11	169.139	169.141	167.536	167.867	68882	0	1
2013.12.12	167.859	169.388	167.633	169.222	70623	0	1
2013.12.13	169.221	169.820	167.709	168.100	62656	0	1
2013.12.16	168.143	168.431	167.343	167.985	62354	0	2
2013.12.17	167.989	168.165	166.581	167.244	57750	0	1
2013.12.18	167.243	171.182	167.236	170.549	73458	0	1
2013.12.19	170.549	170.774	169.908	170.673	64511	0	1
2013.12.20	170.673	171.052	169.771	169.954	55127	0	2
2013.12.23	170.148	170.431	169.766	170.359	42419	0	2
2013.12.24	170.353	170.812	170.130	170.669	33369	0	5
2013.12.26	171.621	172.499	171.507	172.364	28062	0	1
2013.12.27	172.361	173.937	172.136	173.327	46934	0	3
2013.12.30	173.607	173.854	172.957	173.109	44333	0	1
2013.12.31	173.112	174.512	172.824	174.350	38529	0	1
2014.01.01	174.341	174.844	174.321	174.592	12758	0	12
2014.01.02	174.592	174.841	171.827	172.430	81985	0	1
2014.01.03	172.426	172.502	171.042	172.092	63251	0	3
2014.01.06	171.715	172.124	170.402	171.277	72156	0	1
2014.01.07	171.277	171.749	170.827	171.538	66303	0	1
2014.01.08	171.537	172.835	171.499	172.351	69676	0	1
2014.01.09	172.351	173.119	172.191	172.842	61341	0	2
2014.01.10	172.847	173.026	171.245	171.652	57102	0	1
2014.01.13	171.437	171.440	168.341	169.242	68812	0	1
2014.01.14	169.242	171.444	169.172	171.051	67610	0	1
2014.01.15	171.047	171.582	170.432	171.377	63930	0	1
2014.01.16	171.377	171.784	170.193	170.618	62510	0	1
2014.01.17	170.617	171.868	170.174	171.277	55006	0	3
2014.01.20	170.549	171.533	170.300	171.451	50436	0	1
2014.01.21	171.447	172.368	171.301	171.791	63059	0	1
2014.01.22	171.790	173.644	171.319	173.439	66852	0	1
