<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.06.03	1.52064	1.53748	1.51955	1.53210	61538	0	5
2013.06.04	1.53210	1.53425	1.52732	1.53012	60685	0	5
2013.06.05	1.53012	1.54084	1.52917	1.54062	68227	0	5
2013.06.06	1.54066	1.56833	1.53811	1.55947	64860	0	8
2013.06.07	1.55943	1.56171	1.54881	1.55552	63995	0	8
2013.06.10	1.55292	1.55854	1.54947	1.55720	52654	0	8
2013.06.11	1.55720	1.56526	1.55207	1.56429	63967	0	8
2013.06.12	1.56428	1.56995	1.56330	1.56797	52128	0	8
2013.06.13	1.56796	1.57360	1.56442	1.57045	59487	0	5
2013.06.14	1.57046	1.57173	1.56160	1.57008	57131	0	5
2013.06.17	1.57311	1.57510	1.56804	1.57158	48809	0	5
2013.06.18	1.57157	1.57198	1.55650	1.56302	55421	0	5
2013.06.19	1.56304	1.56769	1.54495	1.54726	60638	0	5
2013.06.20	1.54727	1.55220	1.54144	1.55124	79081	0	5
2013.06.21	1.55120	1.55302	1.53680	1.54144	63915	0	5
2013.06.24	1.53863	1.54652	1.53435	1.54531	64247	0	5
2013.06.25	1.54530	1.54771	1.53972	1.54084	60439	0	5
2013.06.26	1.54086	1.54401	1.52975	1.53234	59355	0	5
2013.06.27	1.53233	1.53455	1.52016	1.52566	48499	0	8
2013.06.28	1.52567	1.52784	1.51654	1.52112	47247	0	8
2013.07.01	1.52082	1.52483	1.51832	1.52164	48756	0	5
2013.07.02	1.52164	1.52377	1.51361	1.51499	52432	0	5
2013.07.03	1.51500	1.53042	1.51297	1.52806	55711	0	5
2013.07.04	1.52805	1.52828	1.50271	1.50392	55695	0	5
2013.07.05	1.50392	1.50551	1.48595	1.48827	60814	0	5
2013.07.08	1.48587	1.49656	1.48581	1.49331	49884	0	5
2013.07.09	1.49334	1.49804	1.48133	1.48461	60516	0	5
2013.07.10	1.48465	1.51938	1.48447	1.51266	73126	0	5
2013.07.11	1.51286	1.52219	1.50611	1.51712	75921	0	5
2013.07.12	1.51713	1.51886	1.50757	1.51036	50568	0	1
2013.07.15	1.51094	1.51262	1.50274	1.50944	46711	0	1
2013.07.16	1.50942	1.51685	1.50445	1.51281	56900	0	1
2013.07.17	1.51281	1.52673	1.50787	1.52083	59443	0	1
2013.07.18	1.52085	1.52419	1.51576	1.52204	52438	0	1
2013.07.19	1.52205	1.52816	1.51962	1.52590	43964	0	1
2013.07.22	1.52849	1.53839	1.52640	1.53639	43974	0	1
2013.07.23	1.53640	1.53915	1.53259	1.53714	44266	0	1
2013.07.24	1.53714	1.53897	1.52890	1.53066	48417	0	1
2013.07.25	1.53068	1.54351	1.52634	1.53800	54180	0	1
2013.07.26	1.53795	1.54161	1.53557	1.53779	42216	0	1
2013.07.29	1.53905	1.54134	1.53286	1.53400	41996	0	1
2013.07.30	1.53400	1.53535	1.52233	1.52416	46455	0	1
2013.07.31	1.52415	1.52534	1.51257	1.51727	59027	0	1
2013.08.01	1.51729	1.52424	1.51097	1.51172	55173	0	1
2013.08.02	1.51172	1.53087	1.51024	1.52863	50930	0	1
2013.08.05	1.52864	1.53783	1.52588	1.53552	45956	0	1
2013.08.06	1.53551	1.53915	1.53315	1.53426	47070	0	1
2013.08.07	1.53424	1.55308	1.52048	1.54966	58629	0	1
2013.08.08	1.54962	1.55740	1.54847	1.55336	47199	0	1
2013.08.09	1.55334	1.55584	1.54966	1.54966	36764	0	1
2013.08.12	1.55137	1.55186	1.54520	1.54553	37402	0	1
2013.08.13	1.54553	1.55118	1.54269	1.54478	46355	0	1
2013.08.14	1.54482	1.55467	1.54220	1.55160	47755	0	1
2013.08.15	1.55160	1.56517	1.55083	1.56389	59415	0	1
2013.08.16	1.56388	1.56564	1.56073	1.56223	42556	0	1
2013.08.19	1.56236	1.56731	1.56091	1.56461	41288	0	1
2013.08.20	1.56459	1.56955	1.56284	1.56628	46018	0	1
2013.08.21	1.56626	1.57170	1.56150	1.56157	51090	0	1
2013.08.22	1.56160	1.56251	1.55626	1.55946	46703	0	1
2013.08.23	1.55948	1.56372	1.55385	1.55662	42000	0	1
2013.08.26	1.55792	1.56117	1.55563	1.55819	28657	0	1
2013.08.27	1.55821	1.55922	1.54815	1.55441	45119	0	1
2013.08.28	1.55441	1.55524	1.54280	1.55258	46576	0	1
2013.08.29	1.55256	1.55480	1.54823	1.55046	42381	0	1
2013.08.30	1.55046	1.55276	1.54629	1.54912	36943	0	1
2013.09.02	1.55166	1.55931	1.55054	1.55455	34964	0	1
2013.09.03	1.55455	1.56026	1.55220	1.55612	38420	0	1
2013.09.04	1.55616	1.56471	1.55556	1.56196	35962	0	1
2013.09.05	1.56196	1.56668	1.55728	1.55890	37316	0	1
2013.09.06	1.55885	1.56808	1.55630	1.56266	30789	0	1
2013.09.09	1.56329	1.57321	1.56278	1.56968	31562	0	1
2013.09.10	1.56968	1.57439	1.56853	1.57303	32613	0	1
2013.09.11	1.57303	1.58287	1.57184	1.58234	37472	0	1
2013.09.12	1.58237	1.58391	1.57763	1.58029	37076	0	1
2013.09.13	1.58028	1.58844	1.57761	1.58729	33214	0	1
2013.09.16	1.59358	1.59626	1.58943	1.59015	34075	0	1
2013.09.17	1.59019	1.59358	1.58857	1.59028	34805	0	1
2013.09.18	1.59030	1.61624	1.58922	1.61316	43425	0	1
2013.09.19	1.61316	1.61467	1.60225	1.60349	44381	0	1
2013.09.20	1.60351	1.60665	1.59864	1.60016	34386	0	1
2013.09.23	1.60163	1.60720	1.60123	1.60395	38816	0	1
2013.09.24	1.60395	1.60409	1.59550	1.59940	37090	0	1
2013.09.25	1.59938	1.60877	1.59792	1.60742	36484	0	1
2013.09.26	1.60742	1.60959	1.59992	1.60375	35469	0	1
2013.09.27	1.60375	1.61466	1.60296	1.61366	34232	0	1
2013.09.30	1.61662	1.62024	1.61280	1.61865	38478	0	1
2013.10.01	1.61865	1.62599	1.61828	1.61914	42034	0	1
2013.10.02	1.61905	1.62502	1.61623	1.62355	38056	0	1
2013.10.03	1.62357	1.62405	1.61528	1.61565	38398	0	1
2013.10.04	1.61566	1.61775	1.60054	1.60055	35858	0	1
2013.10.07	1.60394	1.60995	1.60256	1.60972	34212	0	1
2013.10.08	1.60968	1.61237	1.60196	1.61189	34566	0	1
2013.10.09	1.61189	1.61197	1.59160	1.59546	38890	0	1
2013.10.10	1.59546	1.59784	1.59137	1.59745	33458	0	1
2013.10.11	1.59745	1.60015	1.59233	1.59459	28961	0	1
2013.10.14	1.59656	1.60179	1.59541	1.59704	26438	0	1
